id,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,trial_status,pcd_auto,scd_auto,rcd_auto,tabular_results,potential_other_results,registry_scraped,is_clinical_trial_manual,is_covid_manual,rcd_manual,pcd_manual,scd_manual,comments,is_intervention,is_reg_2020,is_not_withdrawn,is_eligible_study,is_rcd_cutoff_1,has_auto_reg_results_cutoff_1,is_searched_cutoff_1,is_not_withdrawn_manual,is_rcd_cutoff_1_manual,is_analysis_pop_cutoff_1,is_dupe,dupe_primary
tri02020,NCT04334252,ClinicalTrials.gov,2020-04-02,2020-04-17,FALSE,Jessa Hospital,Recruiting,Not Applicable,Observational,Belgium,Descriptive Study Regarding Ambulant Screening During COVID-19 Pandemia,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,5000,https://clinicaltrials.gov/show/NCT04334252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02021,NCT04338932,ClinicalTrials.gov,2020-04-07,2020-04-17,FALSE,Jessa Hospital,Not Recruiting,Not Applicable,Observational,Belgium,COVID-19 and Deep Venous Thrombosis,Clinical Presentation,No Intervention,No Intervention,12,https://clinicaltrials.gov/show/NCT04338932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02022,NCT04340921,ClinicalTrials.gov,2020-04-03,2020-05-14,FALSE,Barts & The London NHS Trust,Recruiting,Not Applicable,Observational,United Kingdom,The Role of Adaptive Immunity in COVID-19 Associated Myocardial Injury,Clinical Presentation,No Intervention,No Intervention,140,https://clinicaltrials.gov/show/NCT04340921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02023,NCT04341389,ClinicalTrials.gov,2020-04-07,2020-04-12,FALSE,"Insitute of Biotechnology, Academy of Military Medical Sciences, PLA of China",Not Recruiting,Phase 2,Interventional,China,A Phase II Clinical Trial to Evaluate the Recombinant Vaccine for COVID-19 (Adenovirus Vector),ATMP,Vaccine,Vaccine,508,https://clinicaltrials.gov/show/NCT04341389,"Active, not recruiting",2021-01-31,2021-01-31,2021-01-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02024,NCT04341935,ClinicalTrials.gov,2020-04-06,2020-06-30,FALSE,University of Miami,Not Recruiting,Phase 4,Interventional,United States,Effects of DPP4 Inhibition on COVID-19,Drug,Linagliptin,Linagliptin,20,https://clinicaltrials.gov/show/NCT04341935,Not yet recruiting,2020-10-30,2020-12-30,2020-10-30,0,1,TRUE,TRUE,TRUE,2021-12-30,2021-06-30,2021-12-30,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
tri02025,NCT04342182,ClinicalTrials.gov,2020-03-31,2020-04-08,FALSE,Erasmus Medical Center,Recruiting,Phase 2/Phase 3,Interventional,Netherlands,Convalescent Plasma as Therapy for Covid-19 Severe SARS-CoV-2 Disease (CONCOVID Study),ATMP,Plasma,Plasma,426,https://clinicaltrials.gov/show/NCT04342182,Recruiting,2020-07-01,2020-07-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02026,NCT04352699,ClinicalTrials.gov,2020-04-14,2020-03-15,TRUE,CHU de Nice,Not Recruiting,Not Applicable,Observational,France,Outcomes of Urological Surgery During Periods of Social COVID-19 Containemnt: is it Reasonable to Limit Access to Surgical Care for All?,Clinical Presentation,No Intervention,No Intervention,120,https://clinicaltrials.gov/show/NCT04352699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02027,NCT04352842,ClinicalTrials.gov,2020-04-16,2020-01-21,TRUE,RenJi Hospital,Not Recruiting,Not Applicable,Observational,China,Echocardiographic Manifestation in Patient With COVID-19 (EARLY-MYO COVID-19),Clinical Presentation,No Intervention,No Intervention,51,https://clinicaltrials.gov/show/NCT04352842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02028,NCT04358783,ClinicalTrials.gov,2020-04-21,2020-04-27,FALSE,Hospital Universitario Dr. Jose E. Gonzalez,Recruiting,Phase 2,Interventional,Mexico,Convalescent Plasma Compared to the Best Available Therapy for the Treatment of SARS-CoV-2 Pneumonia,ATMP,Plasma,Plasma,30,https://clinicaltrials.gov/show/NCT04358783,Recruiting,2021-02-01,2021-05-30,2021-02-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02029,NCT04359537,ClinicalTrials.gov,2020-04-20,2020-05-01,FALSE,Shaheed Zulfiqar Ali Bhutto Medical University,Recruiting,Phase 2,Interventional,Pakistan,Efficacy of Various Doses of Hydroxychloroquine in Pre-Exposure Prophylaxis for COVID 19,Drug (Chemoprophylaxis),Hydroxychloroquine,Hydroxychloroquine,200,https://clinicaltrials.gov/show/NCT04359537,Recruiting,2020-08-25,2020-09-25,2020-08-25,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02030,NCT04361253,ClinicalTrials.gov,2020-04-23,2020-04-30,FALSE,Brigham and Women's Hospital,Recruiting,Phase 3,Interventional,United States,Evaluation of SARS-CoV-2 (COVID-19) Antibody-containing Plasma thErapy,ATMP,Plasma,Plasma,220,https://clinicaltrials.gov/show/NCT04361253,Recruiting,2021-06-01,2021-12-01,2021-06-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02031,NCT04363346,ClinicalTrials.gov,2020-04-23,2020-05-14,FALSE,University of Minnesota,Recruiting,Phase 1,Interventional,United States,Study of FT516 for the Treatment of COVID-19 in Hospitalized Patients With Hypoxia,Drug,FT516,FT516,12,https://clinicaltrials.gov/show/NCT04363346,Recruiting,2022-01-01,2022-01-01,2022-01-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02032,NCT04363502,ClinicalTrials.gov,2020-04-23,2020-05-07,FALSE,Johns Hopkins University,Recruiting,Phase 2,Interventional,United States,Use of the Interleukin-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Drug,Clazakizumab,Clazakizumab,30,https://clinicaltrials.gov/show/NCT04363502,Recruiting,2020-08-01,2020-08-01,2020-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02033,NCT04366960,ClinicalTrials.gov,2020-04-24,2020-05-14,TRUE,Niguarda Hospital,Recruiting,Phase 3,Interventional,Italy,Comparison of Two Doses of Enoxaparin for Thromboprophylaxis in Hospitalized COVID-19 Patients,Drug,Enoxaparin,Enoxaparin,2712,https://clinicaltrials.gov/show/NCT04366960,Recruiting,2020-08-01,2020-11-01,2020-08-01,0,1,TRUE,TRUE,TRUE,2020-11-01,2020-08-01,2020-11-01,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
tri02034,NCT04367831,ClinicalTrials.gov,2020-04-27,2020-05-02,FALSE,Columbia University,Recruiting,Phase 4,Interventional,United States,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19,Drug,Enoxaparin,Enoxaparin,100,https://clinicaltrials.gov/show/NCT04367831,Recruiting,2020-11-01,2021-04-01,2020-11-01,0,1,TRUE,TRUE,FALSE,2021-04-01,2020-11-01,2021-04-01,Primary outcome: Total Number of Patients with Clinically Relevant Venous or Arterial Thrombotic Events in ICU [ Time Frame: Discharge from ICU or 30 days ]; treats complication of COVID-19 (thrombosis),TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,NA,NA
tri02035,NCT04370782,ClinicalTrials.gov,2020-04-26,2020-04-28,FALSE,"St. Francis Hospital, New York",Recruiting,Phase 4,Interventional,United States,Hydroxychloroquine and Zinc With Either Azithromycin or Doxycycline for Treatment of COVID-19 in Outpatient Setting,Drug,Hydroxychloroquine + Azithromycin + Zinc vs. Hydroxychloroquine + Doxycycline + Zinc,Hydroxychloroquine; Azithromycin; Zinc; Doxycycline,750,https://clinicaltrials.gov/show/NCT04370782,Recruiting,2020-09-30,2020-12-31,2020-09-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02036,NCT04370808,ClinicalTrials.gov,2020-04-26,2020-06-01,FALSE,University of Lisbon,Not Recruiting,Not Applicable,Observational,Portugal,VITACOV: Vitamin D Polymorphisms and Severity of COVID-19 Infection,Clinical Presentation,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04370808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02037,NCT04371952,ClinicalTrials.gov,2020-04-27,2020-06-01,FALSE,Nantes University Hospital,Not Recruiting,Phase 3,Interventional,France,DYNAMIC Study (DoxycYcliNe AMbulatoIre COVID-19),Drug,Doxycycline,Doxycycline,330,https://clinicaltrials.gov/show/NCT04371952,Not yet recruiting,2020-12-01,2020-12-01,2020-12-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02038,NCT04372979,ClinicalTrials.gov,2020-04-24,2020-05-01,FALSE,Direction Centrale du Service de Sant des Armes,Not Recruiting,Phase 3,Interventional,France,Efficacy of Convalescent Plasma Therapy in the Early Care of COVID-19 Patients.,ATMP,Plasma,Plasma,80,https://clinicaltrials.gov/show/NCT04372979,Not yet recruiting,2020-10-01,2021-05-01,2020-10-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02039,NCT04374513,ClinicalTrials.gov,2020-05-02,2020-05-02,FALSE,Damanhour University,Recruiting,Not Applicable,Observational,Egypt,Community Pharmacists Behaviour During Covid-19,Health System,No Intervention,No Intervention,50,https://clinicaltrials.gov/show/NCT04374513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02040,NCT04375124,ClinicalTrials.gov,2020-05-01,2020-04-25,TRUE,Kanuni Sultan Suleyman Training and Research Hospital,Recruiting,Not Applicable,Interventional,Turkey,Treatment of Angiotensin Peptide (1-7) for COVID-19,ATMP,Plasma,Plasma,20,https://clinicaltrials.gov/show/NCT04375124,Recruiting,2020-08-31,2020-09-30,2020-08-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02041,NCT04377685,ClinicalTrials.gov,2020-05-05,2020-03-01,TRUE,CHU de Saint Etienne,Recruiting,Not Applicable,Observational,France,Prediction of Clinical Course in COVID19 Patients,Prognosis,No Intervention,No Intervention,800,https://clinicaltrials.gov/show/NCT04377685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02042,NCT04377724,ClinicalTrials.gov,2020-05-05,2020-04-27,TRUE,Jörg Goldhahn,Not Recruiting,Not Applicable,Observational,Switzerland,Spread and Course of COVID-19 Infections,Clinical Presentation (Epidemiology),No Intervention,No Intervention,3000,https://clinicaltrials.gov/show/NCT04377724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02043,NCT04377789,ClinicalTrials.gov,2020-05-01,2020-03-20,TRUE,Kanuni Sultan Suleyman Training and Research Hospital,Recruiting,Not Applicable,Interventional,Turkey,Effect of Quercetin on Prophylaxis and Treatment of COVID-19,Drug (Chemoprophylaxis),Quercetin,Quercetin,50,https://clinicaltrials.gov/show/NCT04377789,Recruiting,2020-07-31,2020-08-31,2020-07-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02044,NCT04388436,ClinicalTrials.gov,2020-05-11,2020-05-11,FALSE,Mansoura University,Not Recruiting,Not Applicable,Observational,Egypt,Post Covid-19 Cardiopulmonary and Immunological Changes,Clinical Presentation,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04388436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02045,NCT04388631,ClinicalTrials.gov,2020-05-12,2020-05-10,TRUE,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Detection Rate of SARS-CoV-2 in Male Genitourinary System and Its Impact on Male Reproductive Health.,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04388631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02046,NCT04388683,ClinicalTrials.gov,2020-05-13,2020-05-12,TRUE,Tufts Medical Center,Recruiting,Phase 2,Interventional,United States,Inhaled Nitric Oxide for Preventing Progression in COVID-19,Drug,Nitric Oxide,Nitric Oxide,42,https://clinicaltrials.gov/show/NCT04388683,Recruiting,2021-04-30,2021-07-31,2021-04-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02047,NCT04389333,ClinicalTrials.gov,2020-05-09,2020-03-26,TRUE,Changhai Hospital,Recruiting,Not Applicable,Interventional,China,Feasibility of Non-contact Magnetically-controlled Capsule Endoscopy During COVID-19 Pandemic,Other,Other,Other,40,https://clinicaltrials.gov/show/NCT04389333,Recruiting,2020-04-26,2020-05-20,2020-04-26,0,0,TRUE,TRUE,FALSE,2020-05-20,2020-04-26,2020-05-20,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA,NA
tri02048,NCT04389372,ClinicalTrials.gov,2020-05-05,2020-03-15,TRUE,Fondazione IRCCS Istituto Neurologico Carlo Besta,Recruiting,Not Applicable,Interventional,Italy,"Effectiveness and Acceptability of MINDFULNESS by Smartphone, for Patients With Chronic Migraine and Medication Overuse",Other (psych),Psychological,Psychological,50,https://clinicaltrials.gov/show/NCT04389372,Recruiting,2021-03-01,2021-12-01,2021-03-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02049,NCT04389385,ClinicalTrials.gov,2020-05-12,2020-05-01,TRUE,TC Erciyes University,Not Recruiting,Phase 1,Interventional,Turkey,COVID-19 Specific T Cell Derived Exosomes (CSTC-Exo),ATMP,Exosomes,Exosomes,60,https://clinicaltrials.gov/show/NCT04389385,"Active, not recruiting",2020-09-30,2021-05-31,2020-09-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02050,NCT04389463,ClinicalTrials.gov,2020-05-14,2020-05-11,TRUE,Nantes University Hospital,Recruiting,Not Applicable,Observational,France,Patient Outcome of Cardiac Surgery During the COVID-19 Pandemic,Clinical Presentation,No Intervention,No Intervention,350,https://clinicaltrials.gov/show/NCT04389463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02051,NCT04389645,ClinicalTrials.gov,2020-05-13,2020-04-07,TRUE,MeMed Diagnostics Ltd.,Not Recruiting,Not Applicable,Observational,Israel,Interferon Gamma Induced Protein 10 (IP-10) in a Clinical Decision Support Protocol in COVID-19 Patients,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,52,https://clinicaltrials.gov/show/NCT04389645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02052,NCT04389658,ClinicalTrials.gov,2020-05-14,2020-05-07,TRUE,Igenomix,Recruiting,Not Applicable,Observational,Spain,Contagiousness and Immunogenicity Status of COVID-19 in Asymptomatic Population (COVID-19 CONDITION),Clinical Presentation,No Intervention,No Intervention,1000,https://clinicaltrials.gov/show/NCT04389658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02053,NCT04389684,ClinicalTrials.gov,2020-05-14,2020-05-15,FALSE,Poitiers University Hospital,Not Recruiting,Not Applicable,Observational,No Country Given,Clinical and Psycho-social Impact of COVID-19 Related Confinement on Patients With Digestive Tumors,Other (psych),No Intervention,No Intervention,120,https://clinicaltrials.gov/show/NCT04389684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02054,NCT04389801,ClinicalTrials.gov,2020-05-13,2020-06-01,FALSE,Hesham Al-Inany,Not Recruiting,Phase 4,Interventional,No Country Given,Use of Desferal for Prevention of ARDS in Hospitalised Cases Documented With Covid 19 Infection,Drug,Deferoxamine,Deferoxamine,200,https://clinicaltrials.gov/show/NCT04389801,Not yet recruiting,2020-09-30,2020-12-31,2020-09-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02055,NCT04389944,ClinicalTrials.gov,2020-05-12,2020-03-31,TRUE,"University Hospital, Basel",Recruiting,Not Applicable,Interventional,Switzerland,Amotosalen-Ultraviolet A Pathogen-Inactivated Convalescent Plasma in Addition to Best Supportive Care and Antiviral Therapy on Clinical Deterioration in Adults Presenting With Moderate to Severe COVID-19,ATMP,Plasma,Plasma,15,https://clinicaltrials.gov/show/NCT04389944,Recruiting,2020-06-30,2020-06-30,2020-06-30,0,0,TRUE,TRUE,TRUE,2020-06-30,2020-06-30,2020-06-30,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri02056,NCT04390061,ClinicalTrials.gov,2020-05-13,2020-06-01,TRUE,Universit Politecnica delle Marche,Not Recruiting,Phase 2,Interventional,No Country Given,TOFAcitinib Plus Hydroxycloroquine vs Hydroxycloroquine in Patients With COVID-19 Interstitial Pneumonia,Drug,Tofacitinib + Hydroxycloroquine vs. Hydroxycloroquine,Tofacitinib; Hydroxycloroquine,116,https://clinicaltrials.gov/show/NCT04390061,Not yet recruiting,2020-09-01,2020-10-01,2020-09-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02057,NCT04390152,ClinicalTrials.gov,2020-05-12,2020-06-01,FALSE,BioXcellerator,Not Recruiting,Phase 1/Phase 2,Interventional,Colombia,Safety and Efficacy of Intravenous Wharton's Jelly Derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Due to COVID 19,ATMP,Cells (mesenchymal),Cells (mesenchymal),40,https://clinicaltrials.gov/show/NCT04390152,Not yet recruiting,2020-11-01,2021-05-01,2020-11-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02058,NCT04390217,ClinicalTrials.gov,2020-05-13,2020-06-30,FALSE,"Leading BioSciences, Inc",Not Recruiting,Phase 2,Interventional,No Country Given,LB1148 for Pulmonary Dysfunction Associated With COVID-19 Pneumonia,Drug,LB1148,LB1148,120,https://clinicaltrials.gov/show/NCT04390217,Not yet recruiting,2020-12-31,2021-03-31,2020-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02059,NCT04390269,ClinicalTrials.gov,2020-05-12,2020-05-10,TRUE,Mansoura University,Not Recruiting,Not Applicable,Observational,Egypt,Immunogenetics Predictors With COVID-19,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04390269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02060,NCT04390412,ClinicalTrials.gov,2020-05-13,2020-05-04,FALSE,Shahid Beheshti University of Medical Sciences,Recruiting,Phase 1/Phase 2,Interventional,Iran,Low Dose Radiotherapy in COVID-19 Pneumonia,Other,Radiation,Radiation,5,https://clinicaltrials.gov/show/NCT04390412,Recruiting,2020-08-01,2020-12-01,2020-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02061,NCT04390464,ClinicalTrials.gov,2020-05-08,2020-05-08,TRUE,Cambridge University Hospitals NHS Foundation Trust,Recruiting,Phase 4,Interventional,United Kingdom,mulTi-Arm Therapeutic Study in Pre-ICu Patients Admitted With Covid-19 - Repurposed Drugs (TACTIC-R),Drug,Ravulizumab vs. Baricitinib,Ravulizumab; Baricitinib,1167,https://clinicaltrials.gov/show/NCT04390464,Recruiting,2021-05-07,2022-05-01,2021-05-07,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02062,NCT04390477,ClinicalTrials.gov,2020-05-07,2020-05-04,TRUE,Bioithas SL,Recruiting,Not Applicable,Interventional,Spain,Study to Evaluate the Effect of a Probiotic in COVID-19,Supplement,Probiotics,Probiotics,40,https://clinicaltrials.gov/show/NCT04390477,Recruiting,2020-07-01,2021-05-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02063,NCT04390503,ClinicalTrials.gov,2020-05-14,2020-05-01,TRUE,Columbia University,Recruiting,Phase 2,Interventional,United States,Convalescent Plasma for COVID-19 Close Contacts,ATMP,Plasma,Plasma,200,https://clinicaltrials.gov/show/NCT04390503,Recruiting,2021-04-01,2021-04-01,2021-04-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02064,NCT04390555,ClinicalTrials.gov,2020-05-06,2020-04-30,TRUE,University of Zurich,Recruiting,Not Applicable,Observational,Switzerland,The Global PCHF-COVICAV Registry,Clinical Presentation,No Intervention,No Intervention,1500,https://clinicaltrials.gov/show/NCT04390555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02065,NCT04391400,ClinicalTrials.gov,2020-05-14,2020-06-01,FALSE,"Invivoscribe, Inc.",Not Recruiting,Not Applicable,Observational,No Country Given,"The Use of Peripheral Blood Specimens From Patients Suspected of Having SARS-CoV-2 Infections in Research Studies Intended to Support the Development of COVID-19 Detection Methods, Treatments, and/or Vaccines",Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,500,https://clinicaltrials.gov/show/NCT04391400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02066,NCT04391686,ClinicalTrials.gov,2020-05-15,2020-06-01,FALSE,Centre Hospitalier Arras,Not Recruiting,Not Applicable,Observational,France,Resting Energy Expenditure of the COronaVirus (COVID19) Patient in Reanimation Context,Clinical Presentation,No Intervention,No Intervention,90,https://clinicaltrials.gov/show/NCT04391686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02067,NCT04391712,ClinicalTrials.gov,2020-05-04,2020-04-30,TRUE,Lowell General Hospital,Recruiting,Phase 2,Interventional,United States,Cold Laser Therapy for COVID-19 Positive Patients With Pulmonary Disease,Other (device),Cold Laser Therapy,Cold Laser Therapy,20,https://clinicaltrials.gov/show/NCT04391712,Recruiting,2020-05-30,2020-06-30,2020-05-30,0,0,TRUE,TRUE,TRUE,2020-07-16,2020-05-15,2020-07-16,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
tri02068,NCT04391829,ClinicalTrials.gov,2020-05-13,2020-05-12,TRUE,UZ Brussel,Not Recruiting,Not Applicable,Interventional,No Country Given,Detection of SARS-CoV-2 in Semen of COVID-19 Positive Males,Clinical Presentation,No Intervention,No Intervention,20,https://clinicaltrials.gov/show/NCT04391829,Not yet recruiting,2020-07-15,2020-08-31,2020-07-15,0,1,TRUE,TRUE,FALSE,2020-08-31,2021-08-31,2020-08-31,"The objectives of the study, are to describe detection of SARS-CoV-2 in the semen of COVID-19 positive patients, the duration of positive semen and to investigate the impact on semen quality, thereby providing insights into the early impact on male reproductive function",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,NA,NA
tri02069,NCT04391881,ClinicalTrials.gov,2020-05-14,2020-05-30,FALSE,Cairo University,Not Recruiting,Not Applicable,Observational,No Country Given,Oral Manifestation of COVID 19 Patient: A Cross Sectional Study on Egyptian Population,Clinical Presentation,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04391881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
