id,n_trn,source,trn,registry
tri00909,1,ictrp,NCT04324190,ClinicalTrials.gov
tri00910,1,ictrp,NCT04324736,ClinicalTrials.gov
tri00911,1,ictrp,NCT04325048,ClinicalTrials.gov
tri00912,1,ictrp,NCT04325061,ClinicalTrials.gov
tri00912,2,auto,EUCTR2020-001278-31,EudraCT
tri00913,1,ictrp,NCT04325633,ClinicalTrials.gov
tri00914,1,ictrp,NCT04326426,ClinicalTrials.gov
tri00915,1,ictrp,NCT04327804,ClinicalTrials.gov
tri00916,1,ictrp,NCT04329650,ClinicalTrials.gov
tri00916,2,auto,EUCTR2020-001413-20,EudraCT
tri00917,1,ictrp,NCT04331054,ClinicalTrials.gov
tri00917,2,ictrp,EUCTR2020-001306-35,EudraCT
tri00918,1,ictrp,NCT04331171,ClinicalTrials.gov
tri00919,1,ictrp,NCT04333420,ClinicalTrials.gov
tri00919,2,ictrp,EUCTR2020-001335-28,EudraCT
tri00920,1,ictrp,NCT04333628,ClinicalTrials.gov
tri00921,1,ictrp,NCT04334044,ClinicalTrials.gov
tri00922,1,ictrp,NCT04334434,ClinicalTrials.gov
tri00923,1,ictrp,NCT04335773,ClinicalTrials.gov
tri00924,1,ictrp,NCT04336215,ClinicalTrials.gov
tri00925,1,ictrp,NCT04336384,ClinicalTrials.gov
tri00926,1,ictrp,NCT04338568,ClinicalTrials.gov
tri00927,1,ictrp,NCT04338672,ClinicalTrials.gov
tri00928,1,ictrp,NCT04339634,ClinicalTrials.gov
tri00929,1,ictrp,NCT04340466,ClinicalTrials.gov
tri00930,1,ictrp,NCT04341168,ClinicalTrials.gov
tri00931,1,ictrp,NCT04341584,ClinicalTrials.gov
tri00932,1,ictrp,NCT04342156,ClinicalTrials.gov
tri00933,1,ictrp,NCT04342169,ClinicalTrials.gov
tri00934,1,ictrp,NCT04342195,ClinicalTrials.gov
tri00935,1,ictrp,NCT04342650,ClinicalTrials.gov
tri00936,1,ictrp,NCT04343001,ClinicalTrials.gov
tri00937,1,ictrp,NCT04343144,ClinicalTrials.gov
tri00938,1,ictrp,NCT04343183,ClinicalTrials.gov
tri00939,1,ictrp,NCT04343339,ClinicalTrials.gov
tri00940,1,ictrp,NCT04343664,ClinicalTrials.gov
tri00941,1,ictrp,NCT04343690,ClinicalTrials.gov
tri00942,1,ictrp,NCT04343755,ClinicalTrials.gov
tri00943,1,ictrp,NCT04343794,ClinicalTrials.gov
tri00944,1,ictrp,NCT04343963,ClinicalTrials.gov
tri00945,1,ictrp,NCT04344106,ClinicalTrials.gov
tri00946,1,ictrp,NCT04344171,ClinicalTrials.gov
tri00947,1,ictrp,NCT04344210,ClinicalTrials.gov
tri00948,1,ictrp,NCT04344236,ClinicalTrials.gov
tri00949,1,ictrp,NCT04344444,ClinicalTrials.gov
tri00950,1,ictrp,NCT04344535,ClinicalTrials.gov
tri00951,1,ictrp,NCT04344548,ClinicalTrials.gov
tri00952,1,ictrp,NCT04344730,ClinicalTrials.gov
tri00952,2,ictrp,EUCTR2020-001457-43,EudraCT
tri00953,1,ictrp,NCT04344756,ClinicalTrials.gov
tri00954,1,ictrp,NCT04344782,ClinicalTrials.gov
tri00955,1,ictrp,NCT04344834,ClinicalTrials.gov
tri00956,1,ictrp,NCT04344938,ClinicalTrials.gov
tri00957,1,ictrp,NCT04344964,ClinicalTrials.gov
tri00958,1,ictrp,NCT04345315,ClinicalTrials.gov
tri00959,1,ictrp,NCT04345406,ClinicalTrials.gov
tri00960,1,ictrp,NCT04345445,ClinicalTrials.gov
tri00961,1,ictrp,NCT04345510,ClinicalTrials.gov
tri00962,1,ictrp,NCT04345523,ClinicalTrials.gov
tri00963,1,ictrp,NCT04345536,ClinicalTrials.gov
tri00964,1,ictrp,NCT04345549,ClinicalTrials.gov
tri00965,1,ictrp,NCT04345640,ClinicalTrials.gov
tri00966,1,ictrp,NCT04345887,ClinicalTrials.gov
tri00967,1,ictrp,NCT04346017,ClinicalTrials.gov
tri00968,1,ictrp,NCT04346043,ClinicalTrials.gov
tri00969,1,ictrp,NCT04346056,ClinicalTrials.gov
tri00970,1,ictrp,NCT04346160,ClinicalTrials.gov
tri00971,1,ictrp,NCT04346186,ClinicalTrials.gov
tri00972,1,ictrp,NCT04346264,ClinicalTrials.gov
tri00973,1,ictrp,NCT04346329,ClinicalTrials.gov
tri00974,1,ictrp,NCT04346342,ClinicalTrials.gov
tri00975,1,ictrp,NCT04346368,ClinicalTrials.gov
tri00976,1,ictrp,NCT04346810,ClinicalTrials.gov
tri00977,1,ictrp,NCT04346927,ClinicalTrials.gov
tri00978,1,ictrp,NCT04346953,ClinicalTrials.gov
tri00979,1,ictrp,NCT04347070,ClinicalTrials.gov
tri00980,1,ictrp,NCT04347369,ClinicalTrials.gov
tri00981,1,ictrp,NCT04347460,ClinicalTrials.gov
tri00982,1,ictrp,NCT04347850,ClinicalTrials.gov
tri00983,1,ictrp,NCT04347876,ClinicalTrials.gov
tri00984,1,ictrp,NCT04347889,ClinicalTrials.gov
tri00985,1,ictrp,NCT04347941,ClinicalTrials.gov
tri00986,1,ictrp,NCT04347980,ClinicalTrials.gov
tri00987,1,ictrp,NCT04348227,ClinicalTrials.gov
tri00988,1,ictrp,NCT04348383,ClinicalTrials.gov
tri00989,1,ictrp,NCT04348396,ClinicalTrials.gov
tri00990,1,ictrp,NCT04348422,ClinicalTrials.gov
tri00991,1,ictrp,NCT04348448,ClinicalTrials.gov
tri00992,1,ictrp,NCT04348461,ClinicalTrials.gov
tri00993,1,ictrp,NCT04348695,ClinicalTrials.gov
tri00993,2,auto,EUCTR2020-001405-23,EudraCT
tri00994,1,ictrp,NCT04348864,ClinicalTrials.gov
tri00995,1,ictrp,NCT04348877,ClinicalTrials.gov
tri00996,1,ictrp,NCT04349371,ClinicalTrials.gov
tri00997,1,ictrp,NCT04349410,ClinicalTrials.gov
tri00998,1,ictrp,NCT04349618,ClinicalTrials.gov
tri00999,1,ictrp,NCT04349982,ClinicalTrials.gov
tri01000,1,ictrp,NCT04350086,ClinicalTrials.gov
tri01001,1,ictrp,NCT04350099,ClinicalTrials.gov
tri01002,1,ictrp,NCT04350281,ClinicalTrials.gov
tri01003,1,ictrp,NCT04350671,ClinicalTrials.gov
tri01004,1,ictrp,NCT04350684,ClinicalTrials.gov
tri01005,1,ictrp,NCT04350931,ClinicalTrials.gov
tri01006,1,ictrp,NCT04351295,ClinicalTrials.gov
tri01007,1,ictrp,NCT04351490,ClinicalTrials.gov
tri01008,1,ictrp,NCT04351529,ClinicalTrials.gov
tri01009,1,ictrp,NCT04351542,ClinicalTrials.gov
tri01010,1,ictrp,NCT04351620,ClinicalTrials.gov
tri01011,1,ictrp,NCT04351646,ClinicalTrials.gov
tri01012,1,ictrp,NCT04351659,ClinicalTrials.gov
tri01013,1,ictrp,NCT04351711,ClinicalTrials.gov
tri01014,1,ictrp,NCT04351763,ClinicalTrials.gov
tri01015,1,ictrp,NCT04351789,ClinicalTrials.gov
tri01016,1,ictrp,NCT04351802,ClinicalTrials.gov
tri01017,1,ictrp,NCT04352400,ClinicalTrials.gov
tri01018,1,ictrp,NCT04352517,ClinicalTrials.gov
tri01019,1,ictrp,NCT04352582,ClinicalTrials.gov
tri01020,1,ictrp,NCT04352803,ClinicalTrials.gov
tri01021,1,ictrp,NCT04352959,ClinicalTrials.gov
tri01022,1,ictrp,NCT04353154,ClinicalTrials.gov
tri01023,1,ictrp,NCT04354155,ClinicalTrials.gov
tri01024,1,ictrp,NCT04354272,ClinicalTrials.gov
tri01025,1,ictrp,NCT04354558,ClinicalTrials.gov
tri01026,1,ictrp,NCT04354584,ClinicalTrials.gov
tri01027,1,ictrp,NCT04354753,ClinicalTrials.gov
tri01028,1,ictrp,NCT04354857,ClinicalTrials.gov
tri01029,1,ictrp,NCT04355026,ClinicalTrials.gov
tri01030,1,ictrp,NCT04355247,ClinicalTrials.gov
tri01031,1,ictrp,NCT04355494,ClinicalTrials.gov
tri01032,1,ictrp,NCT04355676,ClinicalTrials.gov
tri01033,1,ictrp,NCT04355741,ClinicalTrials.gov
tri01034,1,ictrp,NCT04356417,ClinicalTrials.gov
tri01035,1,ictrp,NCT04356443,ClinicalTrials.gov
tri01036,1,ictrp,NCT04356508,ClinicalTrials.gov
tri01037,1,ictrp,NCT04357275,ClinicalTrials.gov
tri01038,1,ictrp,NCT04357769,ClinicalTrials.gov
tri01039,1,ictrp,NCT04357847,ClinicalTrials.gov
tri01040,1,ictrp,ACTRN12620000417987,ANZCTR
tri01041,1,ictrp,ACTRN12620000486921,ANZCTR
tri01042,1,ictrp,ACTRN12620000457943,ANZCTR
tri01043,1,ictrp,ACTRN12620000492954,ANZCTR
tri01044,1,ictrp,ACTRN12620000482965,ANZCTR
tri01045,1,ictrp,ACTRN12620000498998,ANZCTR
tri01046,1,ictrp,ACTRN12620000493943,ANZCTR
tri01047,1,ictrp,ChiCTR2000032412,ChiCTR
tri01048,1,ictrp,ChiCTR2000032400,ChiCTR
tri01049,1,ictrp,ChiCTR2000032399,ChiCTR
tri01050,1,ictrp,ChiCTR2000032368,ChiCTR
tri01051,1,ictrp,ChiCTR2000032367,ChiCTR
tri01052,1,ictrp,ChiCTR2000032346,ChiCTR
tri01053,1,ictrp,ChiCTR2000032314,ChiCTR
tri01054,1,ictrp,ChiCTR2000032313,ChiCTR
tri01055,1,ictrp,ChiCTR2000032242,ChiCTR
tri01056,1,ictrp,ChiCTR2000032239,ChiCTR
tri01057,1,ictrp,ChiCTR2000032237,ChiCTR
tri01058,1,ictrp,ChiCTR2000032233,ChiCTR
tri01059,1,ictrp,ChiCTR2000032214,ChiCTR
tri01060,1,ictrp,ChiCTR2000032213,ChiCTR
tri01061,1,ictrp,ChiCTR2000032205,ChiCTR
tri01062,1,ictrp,ChiCTR2000032165,ChiCTR
tri01063,1,ictrp,ChiCTR2000032162,ChiCTR
tri01064,1,ictrp,ChiCTR2000032161,ChiCTR
tri01065,1,ictrp,ISRCTN18348009,ISRCTN
tri01066,1,ictrp,ISRCTN51255782,ISRCTN
tri01067,1,ictrp,ISRCTN80453162,ISRCTN
tri01068,1,ictrp,ISRCTN16912075,ISRCTN
tri01069,1,ictrp,ISRCTN13694948,ISRCTN
tri01070,1,ictrp,ISRCTN51287266,ISRCTN
tri01071,1,ictrp,EUCTR2020-001391-15,EudraCT
tri01072,1,ictrp,EUCTR2020-001329-30,EudraCT
tri01073,1,ictrp,EUCTR2020-001527-14,EudraCT
tri01074,1,ictrp,EUCTR2017-001100-30,EudraCT
tri01075,1,ictrp,EUCTR2020-001255-40,EudraCT
tri01076,1,ictrp,EUCTR2020-001659-42,EudraCT
tri01077,1,ictrp,EUCTR2020-001622-64,EudraCT
tri01078,1,ictrp,EUCTR2020-001440-26,EudraCT
tri01079,1,ictrp,EUCTR2020-001327-13,EudraCT
tri01080,1,ictrp,EUCTR2020-001459-42,EudraCT
tri01081,1,ictrp,EUCTR2020-001417-21,EudraCT
tri01082,1,ictrp,EUCTR2020-001500-41,EudraCT
tri01083,1,ictrp,NCT04256395,ClinicalTrials.gov
tri01084,1,ictrp,NCT04313946,ClinicalTrials.gov
tri01085,1,ictrp,NCT04318444,ClinicalTrials.gov
tri01086,1,ictrp,NCT04319016,ClinicalTrials.gov
tri01087,1,ictrp,NCT04319445,ClinicalTrials.gov
tri01088,1,ictrp,NCT04320017,ClinicalTrials.gov
tri01089,1,ictrp,NCT04320056,ClinicalTrials.gov
tri01090,1,ictrp,NCT04320862,ClinicalTrials.gov
tri01091,1,ictrp,NCT04323839,ClinicalTrials.gov
tri01092,1,ictrp,NCT04326920,ClinicalTrials.gov
tri01092,2,ictrp,EUCTR2020-001254-22,EudraCT
tri01093,1,ictrp,NCT04327479,ClinicalTrials.gov
tri01094,1,ictrp,NCT04329572,ClinicalTrials.gov
tri01095,1,ictrp,NCT04330599,ClinicalTrials.gov
tri01096,1,ictrp,NCT04330638,ClinicalTrials.gov
tri01097,1,ictrp,NCT04331808,ClinicalTrials.gov
tri01098,1,ictrp,NCT04332380,ClinicalTrials.gov
tri01099,1,ictrp,NCT04332835,ClinicalTrials.gov
tri01100,1,ictrp,NCT04333589,ClinicalTrials.gov
tri01101,1,ictrp,NCT04334265,ClinicalTrials.gov
tri01102,1,ictrp,NCT04334291,ClinicalTrials.gov
tri01103,1,ictrp,NCT04334980,ClinicalTrials.gov
tri01104,1,ictrp,NCT04335032,ClinicalTrials.gov
tri01105,1,ictrp,NCT04335123,ClinicalTrials.gov
tri01106,1,ictrp,NCT04337008,ClinicalTrials.gov
tri01107,1,ictrp,NCT04338009,ClinicalTrials.gov
tri01108,1,ictrp,NCT04339712,ClinicalTrials.gov
tri01108,2,ictrp,EUCTR2020-001039-29,EudraCT
tri01109,1,ictrp,NCT04341493,ClinicalTrials.gov
tri01110,1,ictrp,NCT04344184,ClinicalTrials.gov
tri01111,1,ictrp,NCT04344327,ClinicalTrials.gov
tri01112,1,ictrp,NCT04344431,ClinicalTrials.gov
tri01113,1,ictrp,NCT04345601,ClinicalTrials.gov
tri01114,1,ictrp,NCT04345679,ClinicalTrials.gov
tri01115,1,ictrp,NCT04346212,ClinicalTrials.gov
tri01116,1,ictrp,NCT04346797,ClinicalTrials.gov
tri01117,1,ictrp,NCT04347694,ClinicalTrials.gov
tri01118,1,ictrp,NCT04347993,ClinicalTrials.gov
tri01119,1,ictrp,NCT04348474,ClinicalTrials.gov
tri01120,1,ictrp,NCT04348929,ClinicalTrials.gov
tri01121,1,ictrp,NCT04349202,ClinicalTrials.gov
tri01122,1,ictrp,NCT04350580,ClinicalTrials.gov
tri01122,2,auto,EUCTR2020-001570-30,EudraCT
tri01123,1,ictrp,NCT04351724,ClinicalTrials.gov
tri01123,2,ictrp,EUCTR2020-001302-30,EudraCT
tri01124,1,ictrp,NCT04351854,ClinicalTrials.gov
tri01125,1,ictrp,NCT04352608,ClinicalTrials.gov
tri01126,1,ictrp,NCT04352764,ClinicalTrials.gov
tri01127,1,ictrp,NCT04352946,ClinicalTrials.gov
tri01128,1,ictrp,NCT04353037,ClinicalTrials.gov
tri01129,1,ictrp,NCT04353518,ClinicalTrials.gov
tri01130,1,ictrp,NCT04353609,ClinicalTrials.gov
tri01131,1,ictrp,NCT04354870,ClinicalTrials.gov
tri01132,1,ictrp,NCT04355052,ClinicalTrials.gov
tri01133,1,ictrp,NCT04355234,ClinicalTrials.gov
tri01134,1,ictrp,NCT04355338,ClinicalTrials.gov
tri01135,1,ictrp,NCT04355429,ClinicalTrials.gov
tri01136,1,ictrp,NCT04355481,ClinicalTrials.gov
tri01137,1,ictrp,NCT04355507,ClinicalTrials.gov
tri01138,1,ictrp,NCT04355715,ClinicalTrials.gov
tri01139,1,ictrp,NCT04355754,ClinicalTrials.gov
tri01140,1,ictrp,NCT04355793,ClinicalTrials.gov
tri01141,1,ictrp,NCT04355884,ClinicalTrials.gov
tri01142,1,ictrp,NCT04355962,ClinicalTrials.gov
tri01143,1,ictrp,NCT04356365,ClinicalTrials.gov
tri01144,1,ictrp,NCT04356560,ClinicalTrials.gov
tri01145,1,ictrp,NCT04356586,ClinicalTrials.gov
tri01146,1,ictrp,NCT04356677,ClinicalTrials.gov
tri01147,1,ictrp,NCT04357106,ClinicalTrials.gov
tri01148,1,ictrp,NCT04357327,ClinicalTrials.gov
tri01149,1,ictrp,NCT04357366,ClinicalTrials.gov
tri01149,2,ictrp,EUCTR2020-001466-11,EudraCT
tri01150,1,ictrp,NCT04357418,ClinicalTrials.gov
tri01151,1,ictrp,NCT04357496,ClinicalTrials.gov
tri01152,1,ictrp,NCT04357574,ClinicalTrials.gov
tri01153,1,ictrp,NCT04357613,ClinicalTrials.gov
tri01154,1,ictrp,NCT04357782,ClinicalTrials.gov
tri01155,1,ictrp,NCT04357808,ClinicalTrials.gov
tri01155,2,auto,EUCTR2020-001634-36,EudraCT
tri01156,1,ictrp,NCT04357834,ClinicalTrials.gov
tri01157,1,ictrp,NCT04357860,ClinicalTrials.gov
tri01157,2,ictrp,EUCTR2020-001531-27,EudraCT
tri01158,1,ictrp,NCT04357886,ClinicalTrials.gov
tri01159,1,ictrp,NCT04358042,ClinicalTrials.gov
tri01160,1,ictrp,NCT04358211,ClinicalTrials.gov
tri01161,1,ictrp,NCT04358406,ClinicalTrials.gov
tri01162,1,ictrp,NCT04358510,ClinicalTrials.gov
tri01163,1,ictrp,NCT04358536,ClinicalTrials.gov
tri01164,1,ictrp,NCT04358614,ClinicalTrials.gov
tri01165,1,ictrp,NCT04358627,ClinicalTrials.gov
tri01166,1,ictrp,NCT04358640,ClinicalTrials.gov
tri01167,1,ictrp,NCT04358809,ClinicalTrials.gov
tri01168,1,ictrp,NCT04359095,ClinicalTrials.gov
tri01169,1,ictrp,NCT04359251,ClinicalTrials.gov
tri01170,1,ictrp,NCT04359290,ClinicalTrials.gov
tri01171,1,ictrp,NCT04359316,ClinicalTrials.gov
tri01172,1,ictrp,NCT04359329,ClinicalTrials.gov
tri01173,1,ictrp,NCT04359459,ClinicalTrials.gov
tri01174,1,ictrp,NCT04359615,ClinicalTrials.gov
tri01175,1,ictrp,NCT04359836,ClinicalTrials.gov
tri01176,1,ictrp,NCT04359849,ClinicalTrials.gov
tri01177,1,ictrp,NCT04359875,ClinicalTrials.gov
tri01178,1,ictrp,NCT04359914,ClinicalTrials.gov
tri01179,1,ictrp,NCT04359953,ClinicalTrials.gov
tri01179,2,ictrp,EUCTR2020-001303-16,EudraCT
tri01180,1,ictrp,NCT04359992,ClinicalTrials.gov
tri01181,1,ictrp,NCT04360096,ClinicalTrials.gov
tri01182,1,ictrp,NCT04360356,ClinicalTrials.gov
tri01183,1,ictrp,NCT04360486,ClinicalTrials.gov
tri01184,1,ictrp,NCT04360538,ClinicalTrials.gov
tri01185,1,ictrp,NCT04360551,ClinicalTrials.gov
tri01186,1,ictrp,NCT04360733,ClinicalTrials.gov
tri01187,1,ictrp,NCT04360759,ClinicalTrials.gov
tri01188,1,ictrp,NCT04360811,ClinicalTrials.gov
tri01189,1,ictrp,NCT04360850,ClinicalTrials.gov
tri01190,1,ictrp,NCT04360863,ClinicalTrials.gov
tri01191,1,ictrp,NCT04360876,ClinicalTrials.gov
tri01192,1,ictrp,NCT04360954,ClinicalTrials.gov
tri01193,1,ictrp,NCT04360980,ClinicalTrials.gov
tri01194,1,ictrp,NCT04361019,ClinicalTrials.gov
tri01195,1,ictrp,NCT04361318,ClinicalTrials.gov
tri01196,1,ictrp,NCT04361422,ClinicalTrials.gov
tri01197,1,ictrp,NCT04361435,ClinicalTrials.gov
tri01198,1,ictrp,NCT04361448,ClinicalTrials.gov
tri01199,1,ictrp,NCT04361461,ClinicalTrials.gov
tri01200,1,ictrp,NCT04361500,ClinicalTrials.gov
tri01201,1,ictrp,NCT04361526,ClinicalTrials.gov
tri01202,1,ictrp,NCT04361591,ClinicalTrials.gov
tri01203,1,ictrp,NCT04361604,ClinicalTrials.gov
tri01204,1,ictrp,NCT04361786,ClinicalTrials.gov
tri01205,1,ictrp,NCT04361903,ClinicalTrials.gov
tri01206,1,ictrp,NCT04361916,ClinicalTrials.gov
tri01207,1,ictrp,NCT04361981,ClinicalTrials.gov
tri01208,1,ictrp,NCT04362111,ClinicalTrials.gov
tri01209,1,ictrp,NCT04362124,ClinicalTrials.gov
tri01210,1,ictrp,NCT04362358,ClinicalTrials.gov
tri01211,1,ictrp,NCT04362943,ClinicalTrials.gov
tri01212,1,ictrp,NCT04362956,ClinicalTrials.gov
tri01213,1,ictrp,NCT04363099,ClinicalTrials.gov
tri01214,1,ictrp,NCT04363268,ClinicalTrials.gov
tri01215,1,ictrp,NCT04363372,ClinicalTrials.gov
tri01216,1,ictrp,NCT04363489,ClinicalTrials.gov
tri01217,1,ictrp,NCT04363528,ClinicalTrials.gov
tri01218,1,ictrp,NCT04363541,ClinicalTrials.gov
tri01219,1,ictrp,NCT04363671,ClinicalTrials.gov
tri01220,1,ictrp,NCT04363749,ClinicalTrials.gov
tri01221,1,ictrp,NCT04363788,ClinicalTrials.gov
tri01222,1,ictrp,NCT04363840,ClinicalTrials.gov
tri01223,1,ictrp,NCT04363866,ClinicalTrials.gov
tri01224,1,ictrp,NCT04364022,ClinicalTrials.gov
tri01225,1,ictrp,NCT04364711,ClinicalTrials.gov
tri01226,1,ictrp,NCT04364984,ClinicalTrials.gov
tri01227,1,ictrp,NCT04365127,ClinicalTrials.gov
tri01228,1,ictrp,NCT04365439,ClinicalTrials.gov
tri01229,1,ictrp,NCT04365634,ClinicalTrials.gov
tri01230,1,ictrp,NCT04365699,ClinicalTrials.gov
tri01231,1,ictrp,NCT04365738,ClinicalTrials.gov
tri01232,1,ictrp,NCT04365881,ClinicalTrials.gov
tri01233,1,ictrp,NCT04365959,ClinicalTrials.gov
tri01234,1,ictrp,NCT04366050,ClinicalTrials.gov
tri01235,1,ictrp,NCT04366830,ClinicalTrials.gov
tri01236,1,ictrp,NCT04372069,ClinicalTrials.gov
tri01237,1,ictrp,ACTRN12620000512921,ANZCTR
tri01238,1,ictrp,ACTRN12620000516987,ANZCTR
tri01239,1,ictrp,ACTRN12620000517976,ANZCTR
tri01240,1,ictrp,ACTRN12620000527965,ANZCTR
tri01241,1,ictrp,ISRCTN13311119,ISRCTN
tri01242,1,ictrp,ISRCTN17898730,ISRCTN
tri01243,1,ictrp,NCT04330690,ClinicalTrials.gov
tri01243,2,ictrp,NCT04321616,ClinicalTrials.gov
tri01243,3,ictrp,EUCTR2020-001366-11,EudraCT
tri01243,4,ictrp,EUCTR2020-000982-18,EudraCT
tri01243,5,ictrp,EUCTR2020-002060-31,EudraCT
tri01243,6,ictrp,EUCTR2020-001549-38,EudraCT
tri01243,7,ictrp,ISRCTN83971151,ISRCTN
tri01243,8,ictrp,CTRI/2020/04/024773,CTRI
tri01243,9,ictrp,IRCT20200405046953N1,IRCT
tri01243,10,ictrp,LBCTR2020043495,LBCTR
tri01243,11,ictrp,PER-010-20,REPEC
tri01244,1,ictrp,ChiCTR2000032632,ChiCTR
tri01245,1,ictrp,ChiCTR2000032574,ChiCTR
tri01246,1,ictrp,ChiCTR2000032573,ChiCTR
tri01247,1,ictrp,ChiCTR2000032527,ChiCTR
tri01248,1,ictrp,ChiCTR2000032514,ChiCTR
tri01249,1,ictrp,ChiCTR2000032487,ChiCTR
tri01250,1,ictrp,ChiCTR2000032480,ChiCTR
tri01251,1,ictrp,ChiCTR2000032478,ChiCTR
tri01252,1,ictrp,ChiCTR2000032476,ChiCTR
tri01253,1,ictrp,ChiCTR2000032461,ChiCTR
tri01254,1,ictrp,ChiCTR2000032460,ChiCTR
tri01255,1,ictrp,ChiCTR2000032459,ChiCTR
tri01256,1,ictrp,ChiCTR2000032458,ChiCTR
tri01257,1,ictrp,ChiCTR2000032457,ChiCTR
tri01258,1,ictrp,ChiCTR2000032456,ChiCTR
tri01259,1,ictrp,ChiCTR2000032455,ChiCTR
tri01260,1,ictrp,ChiCTR2000032135,ChiCTR
tri01261,1,ictrp,ChiCTR2000031896,ChiCTR
tri01262,1,ictrp,ChiCTR2000031327,ChiCTR
tri01263,1,ictrp,ChiCTR2000031174,ChiCTR
tri01264,1,ictrp,EUCTR2020-001723-13,EudraCT
tri01265,1,ictrp,EUCTR2020-001198-55,EudraCT
tri01266,1,ictrp,EUCTR2020-001686-36,EudraCT
tri01267,1,ictrp,EUCTR2020-001823-15,EudraCT
tri01268,1,ictrp,EUCTR2020-001722-66,EudraCT
tri01269,1,ictrp,EUCTR2020-001505-22,EudraCT
tri01270,1,ictrp,EUCTR2020-001717-20,EudraCT
tri01271,1,ictrp,EUCTR2020-001541-39,EudraCT
tri01272,1,ictrp,EUCTR2020-001618-39,EudraCT
tri01273,1,ictrp,EUCTR2020-001408-41,EudraCT
tri01273,2,ictrp,DRKS00021238,DRKS
tri01275,1,ictrp,NCT04273763,ClinicalTrials.gov
tri01276,1,ictrp,NCT04318301,ClinicalTrials.gov
tri01277,1,ictrp,NCT04321096,ClinicalTrials.gov
tri01277,2,ictrp,EUCTR2020-001200-42,EudraCT
tri01278,1,ictrp,NCT04328441,ClinicalTrials.gov
tri01279,1,ictrp,NCT04328480,ClinicalTrials.gov
tri01280,1,ictrp,NCT04329923,ClinicalTrials.gov
tri01281,1,ictrp,NCT04334928,ClinicalTrials.gov
tri01282,1,ictrp,NCT04335071,ClinicalTrials.gov
tri01283,1,ictrp,NCT04338958,ClinicalTrials.gov
tri01283,2,auto,EUCTR2020-001481-11,EudraCT
tri01284,1,ictrp,NCT04344249,ClinicalTrials.gov
tri01285,1,ictrp,NCT04344457,ClinicalTrials.gov
tri01286,1,ictrp,NCT04345848,ClinicalTrials.gov
tri01287,1,ictrp,NCT04347226,ClinicalTrials.gov
tri01288,1,ictrp,NCT04348435,ClinicalTrials.gov
tri01289,1,ictrp,NCT04349631,ClinicalTrials.gov
tri01290,1,ictrp,NCT04351191,ClinicalTrials.gov
tri01291,1,ictrp,NCT04352465,ClinicalTrials.gov
tri01292,1,ictrp,NCT04353271,ClinicalTrials.gov
tri01293,1,ictrp,NCT04355611,ClinicalTrials.gov
tri01294,1,ictrp,NCT04356833,ClinicalTrials.gov
tri01294,2,ictrp,EUCTR2020-001640-26,EudraCT
tri01295,1,ictrp,NCT04356950,ClinicalTrials.gov
tri01296,1,ictrp,NCT04358939,ClinicalTrials.gov
tri01297,1,ictrp,NCT04359225,ClinicalTrials.gov
tri01298,1,ictrp,NCT04359654,ClinicalTrials.gov
tri01299,1,ictrp,NCT04359706,ClinicalTrials.gov
tri01300,1,ictrp,NCT04359797,ClinicalTrials.gov
tri01301,1,ictrp,NCT04359810,ClinicalTrials.gov
tri01302,1,ictrp,NCT04361123,ClinicalTrials.gov
tri01303,1,ictrp,NCT04361643,ClinicalTrials.gov
tri01304,1,ictrp,NCT04361877,ClinicalTrials.gov
tri01305,1,ictrp,NCT04361942,ClinicalTrials.gov
tri01305,2,auto,EUCTR2020-001682-36,EudraCT
tri01306,1,ictrp,NCT04362176,ClinicalTrials.gov
tri01307,1,ictrp,NCT04362267,ClinicalTrials.gov
tri01308,1,ictrp,NCT04362345,ClinicalTrials.gov
tri01309,1,ictrp,NCT04363034,ClinicalTrials.gov
tri01310,1,ictrp,NCT04363047,ClinicalTrials.gov
tri01311,1,ictrp,NCT04363060,ClinicalTrials.gov
tri01312,1,ictrp,NCT04363450,ClinicalTrials.gov
tri01313,1,ictrp,NCT04364828,ClinicalTrials.gov
tri01314,1,ictrp,NCT04365231,ClinicalTrials.gov
tri01315,1,ictrp,NCT04365309,ClinicalTrials.gov
tri01316,1,ictrp,NCT04365530,ClinicalTrials.gov
tri01317,1,ictrp,NCT04365608,ClinicalTrials.gov
tri01318,1,ictrp,NCT04365816,ClinicalTrials.gov
tri01319,1,ictrp,NCT04366024,ClinicalTrials.gov
tri01320,1,ictrp,NCT04366063,ClinicalTrials.gov
tri01320,2,auto,IRCT20200217046526N2,IRCT
tri01321,1,ictrp,NCT04366089,ClinicalTrials.gov
tri01322,1,ictrp,NCT04366154,ClinicalTrials.gov
tri01323,1,ictrp,NCT04366167,ClinicalTrials.gov
tri01324,1,ictrp,NCT04366180,ClinicalTrials.gov
tri01325,1,ictrp,NCT04366206,ClinicalTrials.gov
tri01326,1,ictrp,NCT04366297,ClinicalTrials.gov
tri01327,1,ictrp,NCT04366739,ClinicalTrials.gov
tri01328,1,ictrp,NCT04366752,ClinicalTrials.gov
tri01329,1,ictrp,NCT04366817,ClinicalTrials.gov
tri01330,1,ictrp,NCT04366856,ClinicalTrials.gov
tri01331,1,ictrp,NCT04366882,ClinicalTrials.gov
tri01332,1,ictrp,NCT04366908,ClinicalTrials.gov
tri01333,1,ictrp,NCT04366921,ClinicalTrials.gov
